trade_idea_id,ticker,candle_time,window_index,bars_from_first_signal,bars_from_latest_signal,bars_from_entry,phase,open,high,low,close,volume,candle_range,body,upper_wick,lower_wick,close_location,true_range,atr_20,atr_percentile_60,range_percentile_60,body_percentile_60,return_1,return_3,return_5,r_open,r_high,r_low,r_close,distance_to_entry_r,distance_to_stop_r,distance_to_1r,distance_to_2r,distance_to_3r,touches_entry,touches_stop,touches_1r,touches_2r,touches_3r,entry_price,stop_price,target_1r,target_2r,target_3r,latest_score,latest_meter_probability,final_status
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777009500,-30,-30,-30,-40,pre_signal,463.5,463.5,458.7,462.0,,4.8,1.5,0.0,3.3,0.6875,4.8,5.165,51.67,51.67,48.33,-0.003236,-0.008371,-0.013242,-5.6429,-5.6429,-6.3286,-5.8571,-5.8571,-4.8571,6.8571,7.8571,8.8571,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777013100,-29,-29,-29,-39,pre_signal,461.85,469.65,460.4,467.35,,9.25,5.5,2.3,1.45,0.7514,9.25,5.505,88.33,90.0,91.67,0.01158,-0.001069,0.002789,-5.8786,-4.7643,-6.0857,-5.0929,-5.0929,-4.0929,6.0929,7.0929,8.0929,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777016700,-28,-28,-28,-38,pre_signal,467.35,470.95,466.5,469.4,,4.45,2.05,1.55,0.85,0.6517,4.45,5.64,48.33,48.33,56.67,0.004386,0.012729,0.007512,-5.0929,-4.5786,-5.2143,-4.8,-4.8,-3.8,5.8,6.8,7.8,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777020300,-27,-27,-27,-37,pre_signal,469.5,475.7,468.35,471.5,,7.35,2.0,4.2,1.15,0.4286,7.35,5.865,80.0,81.67,55.0,0.004474,0.020563,0.007802,-4.7857,-3.9,-4.95,-4.5,-4.5,-3.5,5.5,6.5,7.5,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777023900,-26,-26,-26,-36,pre_signal,471.35,474.7,471.35,472.75,,3.35,1.4,1.95,0.0,0.4179,3.35,5.58,38.33,38.33,43.33,0.002651,0.011555,0.019957,-4.5214,-4.0429,-4.5214,-4.3214,-4.3214,-3.3214,5.3214,6.3214,7.3214,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777261500,-25,-25,-25,-35,pre_signal,478.45,492.25,477.7,491.75,,14.55,13.3,0.5,0.75,0.9656,19.5,6.4275,100.0,96.67,98.33,0.04019,0.047614,0.064394,-3.5071,-1.5357,-3.6143,-1.6071,-1.6071,-0.6071,2.6071,3.6071,4.6071,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777265100,-24,-24,-24,-34,pre_signal,491.5,498.35,491.5,492.8,,6.85,1.3,5.55,0.0,0.1898,6.85,6.6325,75.0,76.67,40.0,0.002135,0.045175,0.054456,-1.6429,-0.6643,-1.6429,-1.4571,-1.4571,-0.4571,2.4571,3.4571,4.4571,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777268700,-23,-23,-23,-33,pre_signal,492.75,495.0,490.9,494.45,,4.1,1.7,0.55,1.85,0.8659,4.1,6.74,41.67,41.67,50.0,0.003348,0.045902,0.053366,-1.4643,-1.1429,-1.7286,-1.2214,-1.2214,-0.2214,2.2214,3.2214,4.2214,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777272300,-22,-22,-22,-32,pre_signal,494.75,494.85,489.0,490.85,,5.85,3.9,0.1,1.85,0.3162,5.85,6.285,68.33,68.33,78.33,-0.007281,-0.00183,0.041039,-1.1786,-1.1643,-2.0,-1.7357,-1.7357,-0.7357,2.7357,3.7357,4.7357,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777275900,-21,-21,-21,-31,pre_signal,491.35,492.8,488.65,490.75,,4.15,0.6,1.45,2.1,0.506,4.15,6.2225,43.33,43.33,13.33,-0.000204,-0.00416,0.038075,-1.6643,-1.4571,-2.05,-1.75,-1.75,-0.75,2.75,3.75,4.75,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777279500,-20,-20,-20,-30,pre_signal,490.8,490.9,487.1,489.2,,3.8,1.6,0.1,2.1,0.5526,3.8,6.2425,41.67,41.67,51.67,-0.003158,-0.010618,-0.005186,-1.7429,-1.7286,-2.2714,-1.9714,-1.9714,-0.9714,2.9714,3.9714,4.9714,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777283100,-19,-19,-19,-29,pre_signal,489.1,489.5,488.0,488.0,,1.5,1.1,0.4,0.0,0.0,1.5,5.625,5.0,5.0,41.67,-0.002453,-0.005806,-0.00974,-1.9857,-1.9286,-2.1429,-2.1429,-2.1429,-1.1429,3.1429,4.1429,5.1429,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777347900,-18,-18,-18,-28,pre_signal,491.95,502.05,489.1,500.65,,12.95,8.7,1.4,2.85,0.8919,14.05,6.0775,96.67,95.0,96.67,0.025922,0.020173,0.012539,-1.5786,-0.1357,-1.9857,-0.3357,-0.3357,0.6643,1.3357,2.3357,3.3357,False,True,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777351500,-17,-17,-17,-27,pre_signal,501.0,504.7,500.15,502.0,,4.55,1.0,2.7,0.85,0.4066,4.55,6.16,51.67,51.67,38.33,0.002696,0.026165,0.022716,-0.2857,0.2429,-0.4071,-0.1429,-0.1429,0.8571,1.1429,2.1429,3.1429,True,False,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777355100,-16,-16,-16,-26,pre_signal,502.0,502.95,496.5,500.2,,6.45,1.8,0.95,3.7,0.5736,6.45,6.1075,75.0,75.0,58.33,-0.003586,0.025,0.019256,-0.1429,-0.0071,-0.9286,-0.4,-0.4,0.6,1.4,2.4,3.4,False,False,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
AARTIIND.NS_1777527900_80a51047d992,AARTIIND.NS,1777358700,-15,-15,-15,-25,pre_signal,500.2,503.75,497.8,502.8,,5.95,2.6,0.95,2.4,0.8403,5.95,6.26,70.0,70.0,70.0,0.005198,0.004294,0.0278,-0.4,0.1071,-0.7429,-0.0286,-0.0286,0.9714,1.0286,2.0286,3.0286,True,False,False,False,False,503.0,496.0,510.0,517.0,524.0,0.1824,0.4448,stop
